0            0.203003    
0.1          0.296848    
0.2          0.417056    
0.3          0.562967    
0.4          0.730128    
0.5          0.909796    
0.6          1.08922     
0.7          1.25291     
0.8          1.38467     
0.9          1.4703      
1            1.5         
1.1          1.4703      
1.2          1.38467     
1.3          1.25291     
1.4          1.08922     
1.5          0.909796    
1.6          0.730128    
1.7          0.562967    
1.8          0.417056    
1.9          0.296848    
2            0.203003    
2.1          0.133382    
2.2          0.0842021   
2.3          0.0510712   
2.4          0.0297616   
2.5          0.0166635   
2.6          0.00896403  
2.7          0.00463307  
2.8          0.00230072  
2.9          0.0010977   
3            0.000503194 
3.1          0.000221623 
3.2          9.37823e-05 
3.3          3.8129e-05  
3.4          1.48943e-05 
3.5          5.58998e-06 
3.6          2.01572e-06 
3.7          6.98357e-07 
3.8          2.32463e-07 
3.9          7.43461e-08 
4            2.2845e-08  
4.1          6.74452e-09 
4.2          1.91311e-09 
4.3          5.21384e-10 
4.4          1.36522e-10 
4.5          3.4346e-11  
4.6          8.30192e-12 
4.7          1.92801e-12 
4.8          4.30196e-13 
4.9          9.22259e-14 
5            1.89962e-14 
5.1          3.75933e-15 
5.2          7.14796e-16 
5.3          1.30581e-16 
5.4          2.29197e-17 
5.5          3.86514e-18 
5.6          6.26252e-19 
5.7          9.74902e-20 
5.8          1.45815e-20 
5.9          2.09542e-21 
6            2.89312e-22 
6.1          3.83789e-23 
6.2          4.89154e-24 
6.3          5.99001e-25 
6.4          7.04753e-26 
6.5          7.96664e-27 
6.6          8.65249e-28 
6.7          9.02892e-29 
6.8          9.05229e-30 
6.9          8.71986e-31 
7            8.07028e-32 
7.1          7.17622e-33 
7.2          6.131e-34   
7.3          5.03263e-35 
7.4          3.96906e-36 
7.5          3.00751e-37 
7.6          2.18956e-38 
7.7          1.53156e-39 
7.8          1.02929e-40 
7.9          6.64616e-42 
8            4.12318e-43 
8.1          2.45766e-44 
8.2          1.40747e-45 
8.3          7.74436e-47 
8.4          4.09411e-48 
8.5          2.07951e-49 
8.6          1.01483e-50 
8.7          4.7583e-52  
8.8          2.14358e-53 
8.9          9.27799e-55 
9            3.85831e-56 
9.1          1.54159e-57 
9.2          5.91792e-59 
9.3          2.18272e-60 
9.4          7.73489e-62 
9.5          2.63353e-63 
9.6          8.61492e-65 
9.7          2.70765e-66 
9.8          8.1764e-68  
9.9          2.37224e-69 
10           6.6128e-71  
