0            0.675892    
0.1          0.675485    
0.2          0.674261    
0.3          0.672223    
0.4          0.669368    
0.5          0.665698    
0.6          0.661211    
0.7          0.655907    
0.8          0.649786    
0.9          0.642847    
1            0.63509     
1.1          0.626514    
1.2          0.617118    
1.3          0.606901    
1.4          0.595864    
1.5          0.584004    
1.6          0.571322    
1.7          0.557817    
1.8          0.543488    
1.9          0.528335    
2            0.512358    
2.1          0.495557    
2.2          0.477932    
2.3          0.459483    
2.4          0.440212    
2.5          0.42012     
2.6          0.39921     
2.7          0.377487    
2.8          0.354954    
2.9          0.331618    
3            0.30749     
3.1          0.282583    
3.2          0.256915    
3.3          0.230513    
3.4          0.203414    
3.5          0.175676    
3.6          0.147387    
3.7          0.118695    
3.8          0.0898637   
3.9          0.0614265   
4            0.0346522   
4.1          0.0131888   
4.2          0.00285101  
4.3          0.000420498 
4.4          5.46459e-05 
4.5          6.78966e-06 
4.6          8.19545e-07 
4.7          9.69415e-08 
4.8          1.14416e-08 
4.9          1.40886e-09 
5            1.98102e-10 
5.1          3.53049e-11 
5.2          8.03311e-12 
5.3          2.11377e-12 
5.4          5.85527e-13 
5.5          1.62817e-13 
5.6          4.46154e-14 
5.7          1.19703e-14 
5.8          3.13804e-15 
5.9          8.03346e-16 
6            2.00821e-16 
6.1          4.90268e-17 
6.2          1.16909e-17 
6.3          2.72361e-18 
6.4          6.20025e-19 
6.5          1.37953e-19 
6.6          3.00058e-20 
6.7          6.38145e-21 
6.8          1.32729e-21 
6.9          2.70043e-22 
7            5.37543e-23 
7.1          1.04712e-23 
7.2          1.99652e-24 
7.3          3.72678e-25 
7.4          6.81187e-26 
7.5          1.21944e-26 
7.6          2.13847e-27 
7.7          3.6744e-28  
7.8          6.18722e-29 
7.9          1.02122e-29 
8            1.6525e-30  
8.1          2.62211e-31 
8.2          4.0807e-32  
8.3          6.22982e-33 
8.4          9.33168e-34 
8.5          1.37174e-34 
8.6          1.97921e-35 
8.7          2.80354e-36 
8.8          3.8994e-37  
8.9          5.32656e-38 
9            7.14715e-39 
9.1          9.4219e-40  
9.2          1.22051e-40 
9.3          1.5539e-41  
9.4          1.94474e-42 
9.5          2.39294e-43 
9.6          2.89543e-44 
9.7          3.44574e-45 
9.8          4.03442e-46 
9.9          4.70474e-47 
10           1.05315e-47 
