0            0.863836    
0.2          0.861736    
0.4          0.855232    
0.6          0.843748    
0.8          0.826414    
1            0.802179    
1.2          0.769926    
1.4          0.728569    
1.6          0.677129    
1.8          0.614784    
2            0.540907    
2.2          0.455109    
2.4          0.357316    
2.6          0.247997    
2.8          0.129231    
3            0.0285997   
3.2          0.00163473  
3.4          7.35252e-05 
3.6          7.34644e-06 
3.8          9.89857e-07 
4            1.27228e-07 
4.2          1.46566e-08 
4.4          1.50374e-09 
4.6          1.37684e-10 
4.8          1.1289e-11  
5            8.31976e-13 
5.2          5.53239e-14 
5.4          3.33209e-15 
5.6          1.82458e-16 
5.8          9.11713e-18 
6            4.17226e-19 
6.2          1.75479e-20 
6.4          6.80594e-22 
6.6          2.44215e-23 
6.8          8.13263e-25 
7            2.52093e-26 
7.2          7.29448e-28 
7.4          1.97564e-29 
7.6          5.02135e-31 
7.8          1.20058e-32 
8            2.70666e-34 
8.2          5.7663e-36  
8.4          1.1633e-37  
8.6          2.22678e-39 
8.8          4.05198e-41 
9            7.02164e-43 
9.2          1.16071e-44 
9.4          1.83324e-46 
9.6          2.77069e-48 
9.8          4.01364e-50 
10           1.11547e-51 
