0            0.856211    
0.4          0.849053    
0.8          0.823464    
1.2          0.769764    
1.6          0.677593    
2            0.539079    
2.4          0.350476    
2.8          0.120127    
3.2          0.00849292  
3.6          0.000112448 
4            1.23049e-06 
4.4          1.61076e-08 
4.8          2.35673e-10 
5.2          3.35393e-12 
5.6          4.30051e-14 
6            4.86016e-16 
6.4          4.84366e-18 
6.8          4.28888e-20 
7.2          3.40436e-22 
7.6          2.44331e-24 
8            1.59788e-26 
8.4          9.58793e-29 
8.8          5.31085e-31 
9.2          2.73021e-33 
9.6          1.30888e-35 
10           1.17525e-37 
